artificial_physical_objectLabel,material_usedLabel,subclass_ofLabel,useLabel,has_partLabel
endoscope,,tool,endoscopy,
windmill,,machine,energy,
windmill,,mill,energy,
water wheel,,hydro power machine,energy production,
water wheel,,wheel,energy production,
electric machine,,machine,energy transformation,
chain,,machine element,energy transformation,
chain,,mechanism,energy transformation,
Lavet type stepping motor,,stepper motor,engine,
steam turbine,,turbine,engine,
trampoline,,circus skills,entertainment,
trampoline,,circus skills,entertainment,
trampoline,,gymnastic apparatus,entertainment,
trampoline,,gymnastic apparatus,entertainment,
foyer,,room,entertainment,
ridotto,,room,entertainment,
trampoline,,sports equipment,entertainment,
trampoline,,sports equipment,entertainment,
foyer,,theater space,entertainment,
ridotto,,theater space,entertainment,
snail fork,,fork,escargot,
snail fork,,fork,escargot,
snail fork,,table set,escargot,
snail fork,,table set,escargot,
carrier-based fighter,,carrier-based aircraft,escort,
carrier-based fighter,,carrier-based aircraft,escort,
carrier-based fighter,,carrier-based aircraft,escort,
carrier-based fighter,,fighter,escort,
carrier-based fighter,,fighter,escort,
carrier-based fighter,,fighter,escort,
Lynx AH1,,Lynx,escort,
Lynx AH1,,Lynx,escort,
Lynx AH1,,Lynx,escort,
Lynx AH1,,scout helicopter,escort,
Lynx AH1,,scout helicopter,escort,
Lynx AH1,,scout helicopter,escort,
La-11,,single-engine monoplane fighter,escort,
La-11,,single-engine monoplane fighter,escort,
La-11,,single-engine monoplane fighter,escort,
Lynx AH1,,utility helicopter,escort,
Lynx AH1,,utility helicopter,escort,
Lynx AH1,,utility helicopter,escort,
charger,,plate,etiquette,
charger,,plate,etiquette,
calculator,,electronic device,evaluation,
calculator,,,evaluation,
calculator,,tool,evaluation,
utensil,,physical object,everyday culture,
UTA-3B Skywarrior,,A-3B Skywarrior,executive transport,
VA-3B Skywarrior,,A-3B Skywarrior,executive transport,
UTA-3B Skywarrior,,A-3B Skywarrior,executive transport,
VA-3B Skywarrior,,A-3B Skywarrior,executive transport,
UTA-3B Skywarrior,,A-3B Skywarrior,executive transport,
VA-3B Skywarrior,,A-3B Skywarrior,executive transport,
M-309 CarbonAero,,A500,executive transport,
M-309 CarbonAero,,A500,executive transport,
CC-150 Polaris,,Airbus A310,executive transport,
CC-150 Polaris,,Airbus A310,executive transport,
VC-1A,,Airbus A319-133,executive transport,
VC-1A,,Airbus A319-133,executive transport,
Embraer Regional Jet,,aircraft,executive transport,
Embraer Regional Jet,,aircraft,executive transport,
C-12A Huron,,airlifter,executive transport,
C-12 Huron,,airlifter,executive transport,
C-12A Huron,,airlifter,executive transport,
C-12 Huron,,airlifter,executive transport,
C-12A Huron,,airlifter,executive transport,
C-12 Huron,,airlifter,executive transport,
Embraer Regional Jet,,airliner,executive transport,
Embraer Regional Jet,,airliner,executive transport,
VH-36 Caracal,,AS332M Super Puma,executive transport,
VH-36 Caracal,,AS332M Super Puma,executive transport,
C-87 Liberator Express,,B-24 Liberator,executive transport,
C-87 Liberator Express,,B-24 Liberator,executive transport,
C-87 Liberator Express,,B-24 Liberator,executive transport,
HS 125 Series 3,,BAe 125,executive transport,
HS 125 Series 400,,BAe 125,executive transport,
HS 125 Series 403B,,BAe 125,executive transport,
HS 125 Series 3,,BAe 125,executive transport,
HS 125 Series 400,,BAe 125,executive transport,
HS 125 Series 403B,,BAe 125,executive transport,
Bell 47 Ranger,,Bell 47,executive transport,
Bell 47 Ranger,,Bell 47,executive transport,
VC-96,,Boeing 737-200 Advanced,executive transport,
VC-96,,Boeing 737-200 Advanced,executive transport,
C-40 Clipper,,Boeing 737-700,executive transport,
C-40 Clipper,,Boeing 737-700,executive transport,
VC-25,,Boeing 747-200,executive transport,
VC-25,,Boeing 747-200,executive transport,
C-32,,Boeing 757,executive transport,
C-32,,Boeing 757,executive transport,
Challenger 600,,business jet,executive transport,
Challenger 600,,business jet,executive transport,
VC-96,,business jet,executive transport,
Beechcraft Premier,,business jet,executive transport,
Beechcraft Premier,,business jet,executive transport,
VC-96,,business jet,executive transport,
C-12L Huron,,C-12 Huron,executive transport,
C-12L Huron,,C-12 Huron,executive transport,
C-12L Huron,,C-12 Huron,executive transport,
C-21A,,C-21,executive transport,
C-21A,,C-21,executive transport,
C-32A,,C-32,executive transport,
C-32A,,C-32,executive transport,
CL-600 Challenger,,Challenger 600,executive transport,
CL-600 Challenger,,Challenger 600,executive transport,
Douglas XC-32,,DC-2,executive transport,
Douglas C-34,,DC-2,executive transport,
Douglas R2D-1,,DC-2,executive transport,
Douglas XC-32,,DC-2,executive transport,
Douglas R2D-1,,DC-2,executive transport,
Douglas C-34,,DC-2,executive transport,
C-41,,DC-3,executive transport,
C-41,,DC-3,executive transport,
Douglas C-42,,Douglas C-39,executive transport,
Douglas C-42,,Douglas C-39,executive transport,
Douglas C-42,,Douglas C-39,executive transport,
EMB 110E Bandeirante,,EMB 110 Bandeirante,executive transport,
EMB 110E Bandeirante,,EMB 110 Bandeirante,executive transport,
EMB 110E Bandeirante,,EMB 110 Bandeirante,executive transport,
business jet,,executive transport aircraft,executive transport,
business jet,,executive transport aircraft,executive transport,
F4B-1A,,F4B,executive transport,
F4B-1A,,F4B,executive transport,
F4B-1A,,F4B,executive transport,
executive transport aircraft,,general aviation aircraft,executive transport,
executive transport aircraft,,general aviation aircraft,executive transport,
Gulfstream G550,,Gulfstream G500/G550 family,executive transport,
Gulfstream G550,,Gulfstream G500/G550 family,executive transport,
C-20 Gulfstream,,Gulfstream III,executive transport,
C-20 Gulfstream,,Gulfstream III,executive transport,
C-20 Gulfstream,,Gulfstream IV,executive transport,
C-20 Gulfstream,,Gulfstream IV,executive transport,
HS 125 Series 1B,,HS 125 Series 1,executive transport,
HS 125 Series 1B,,HS 125 Series 1,executive transport,
HS 125 Series 400B,,HS 125 Series 400,executive transport,
HS 125 Series 400B,,HS 125 Series 400,executive transport,
business jet,,jet aircraft,executive transport,
business jet,,jet aircraft,executive transport,
C-12A Huron,,King Air 200,executive transport,
C-12A Huron,,King Air 200,executive transport,
C-12A Huron,,King Air 200,executive transport,
Embraer Regional Jet,,land-based aircraft,executive transport,
PC-12,,land-based aircraft,executive transport,
Challenger 600,,land-based aircraft,executive transport,
PC-12,,land-based aircraft,executive transport,
Challenger 600,,land-based aircraft,executive transport,
EMB 121 Xingu,,land-based aircraft,executive transport,
Douglas XC-32,,land-based aircraft,executive transport,
Douglas C-42,,land-based aircraft,executive transport,
Douglas R2D-1,,land-based aircraft,executive transport,
EMB 121 Xingu,,land-based aircraft,executive transport,
Embraer Regional Jet,,land-based aircraft,executive transport,
Douglas XC-32,,land-based aircraft,executive transport,
Douglas C-42,,land-based aircraft,executive transport,
Douglas R2D-1,,land-based aircraft,executive transport,
Douglas C-42,,land-based aircraft,executive transport,
Learjet 35,,Learjet 35/36,executive transport,
Learjet 35A,,Learjet 35/36,executive transport,
Learjet 36A,,Learjet 35/36,executive transport,
Learjet 35,,Learjet 35/36,executive transport,
Learjet 35A,,Learjet 35/36,executive transport,
Learjet 36A,,Learjet 35/36,executive transport,
C-21A,,Learjet 35A,executive transport,
C-21A,,Learjet 35A,executive transport,
Merlin IV,,Metroliner,executive transport,
Merlin IV,,Metroliner,executive transport,
Orion 9F,,Orion,executive transport,
Orion 9F-1,,Orion,executive transport,
Orion 9F,,Orion,executive transport,
Orion 9F-1,,Orion,executive transport,
VH-92,,S-92,executive transport,
VH-92,,S-92,executive transport,
DL-2A,,Sirius,executive transport,
DL-2A,,Sirius,executive transport,
C-12 Huron,,Super King Air,executive transport,
C-12 Huron,,Super King Air,executive transport,
C-12 Huron,,Super King Air,executive transport,
executive transport aircraft,,transport aircraft,executive transport,
C-12 Huron,,transport aircraft,executive transport,
PC-12,,transport aircraft,executive transport,
PC-12,,transport aircraft,executive transport,
EMB 121 Xingu,,transport aircraft,executive transport,
Douglas XC-32,,transport aircraft,executive transport,
Douglas C-34,,transport aircraft,executive transport,
Douglas C-42,,transport aircraft,executive transport,
Douglas R2D-1,,transport aircraft,executive transport,
EMB 121 Xingu,,transport aircraft,executive transport,
C-12L Huron,,transport aircraft,executive transport,
Douglas XC-32,,transport aircraft,executive transport,
Douglas C-42,,transport aircraft,executive transport,
Douglas R2D-1,,transport aircraft,executive transport,
C-12 Huron,,transport aircraft,executive transport,
Douglas C-34,,transport aircraft,executive transport,
C-12L Huron,,transport aircraft,executive transport,
executive transport aircraft,,transport aircraft,executive transport,
C-12 Huron,,transport aircraft,executive transport,
C-12L Huron,,transport aircraft,executive transport,
Douglas C-42,,transport aircraft,executive transport,
Canadair Regional Jet,,regional jet,executive transport aircraft,
Canadair Regional Jet,,regional jet,executive transport aircraft,
vitrine,,furniture,exhibition,
prototype,,artificial physical object,experiment,
prototype,,test,experiment,
Viking ship replica,,ship replica,experimental archaeology,
Viking ship replica,,ship replica,experimental archaeology,
Viking ship replica,,Viking ships,experimental archaeology,
Viking ship replica,,Viking ships,experimental archaeology,
lunar probe,,space probe,exploration of the Moon,
lunar probe,,space probe,exploration of the Moon,
pumpjack,,oil well,extraction of petroleum,
pumpjack,,pump,extraction of petroleum,
Orlan space suit,,space suit,extra-vehicular activity,
Yastreb,,space suit,extra-vehicular activity,
Berkut spacesuit,,space suit,extra-vehicular activity,
Orlan space suit,,space suit,extra-vehicular activity,
Yastreb,,space suit,extra-vehicular activity,
Berkut spacesuit,,space suit,extra-vehicular activity,
extruder,,machine,extrusion,
iris scissors,,surgical scissors,eye surgery,
iris scissors,,surgical scissors,eye surgery,
smotherbox,,bondage restraint,Facesitting,
smotherbox,,box,Facesitting,
Conveyor system,,machine,factory,
fairy chess piece,,chess piece,fairy chess,
fairy chess piece,,chess piece,fairy chess,
glove,,handwear,fashion,
glove,,handwear,fashion,
glove,,protective clothing,fashion,
glove,,protective clothing,fashion,
field gun,,artillery gun,field artillery,
Model 15,,biplane fighter,fighter,
Model 15,,biplane fighter,fighter,
Model 15,,biplane fighter,fighter,
F-104A Starfighter,,F-104 Starfighter,fighter,
F-104A Starfighter,,F-104 Starfighter,fighter,
F-104A Starfighter,,F-104 Starfighter,fighter,
F-86F Sabre,,F-86 Sabre,fighter,
F-86F Sabre,,F-86 Sabre,fighter,
F-86F Sabre,,F-86 Sabre,fighter,
FB-1,,FB,fighter,
FB-3,,FB,fighter,
FB-1,,FB,fighter,
FB-3,,FB,fighter,
FB-1,,FB,fighter,
FB-3,,FB,fighter,
PW-9,,Model 15,fighter,
PW-9,,Model 15,fighter,
PW-9,,Model 15,fighter,
NiD 29 C.1,,NiD 29,fighter,
NiD 29 C.1,,NiD 29,fighter,
NiD 29 C.1,,NiD 29,fighter,
P-12B,,P-12,fighter,
P-12B,,P-12,fighter,
P-12B,,P-12,fighter,
PW-9A,,PW-9,fighter,
PW-9C,,PW-9,fighter,
PW-9D,,PW-9,fighter,
PW-9A,,PW-9,fighter,
PW-9C,,PW-9,fighter,
PW-9D,,PW-9,fighter,
PW-9A,,PW-9,fighter,
PW-9C,,PW-9,fighter,
PW-9D,,PW-9,fighter,
P-29,,single-engine monoplane fighter,fighter,
P-29,,single-engine monoplane fighter,fighter,
P-29,,single-engine monoplane fighter,fighter,
Beaufighter TF X,,Beaufighter,fighter-bomber,
Beaufighter TF X,,Beaufighter,fighter-bomber,
Beaufighter TF X,,Beaufighter,fighter-bomber,
BFC-2 Hawk,,BFC Hawk,fighter-bomber,
BFC-2 Hawk,,BFC Hawk,fighter-bomber,
BFC-2 Hawk,,BFC Hawk,fighter-bomber,
F-101A Voodoo,,F-101 Voodoo,fighter-bomber,
F-101C Voodoo,,F-101 Voodoo,fighter-bomber,
F-101A Voodoo,,F-101 Voodoo,fighter-bomber,
F-101C Voodoo,,F-101 Voodoo,fighter-bomber,
F-101A Voodoo,,F-101 Voodoo,fighter-bomber,
F-101C Voodoo,,F-101 Voodoo,fighter-bomber,
F-104C Starfighter,,F-104 Starfighter,fighter-bomber,
F-104G Starfighter,,F-104 Starfighter,fighter-bomber,
F-104C Starfighter,,F-104 Starfighter,fighter-bomber,
F-104G Starfighter,,F-104 Starfighter,fighter-bomber,
F-104C Starfighter,,F-104 Starfighter,fighter-bomber,
F-104G Starfighter,,F-104 Starfighter,fighter-bomber,
Su-7,,fighter-bomber,fighter-bomber,
Su-7,,fighter-bomber,fighter-bomber,
Su-7,,fighter-bomber,fighter-bomber,
F11C Goshawk,,Goshawk,fighter-bomber,
F11C Goshawk,,Goshawk,fighter-bomber,
F11C Goshawk,,Goshawk,fighter-bomber,
F-100 Super Sabre,,second-generation jet fighter,fighter-bomber,
Su-7,,second-generation jet fighter,fighter-bomber,
Super Mystère,,second-generation jet fighter,fighter-bomber,
F-100 Super Sabre,,second-generation jet fighter,fighter-bomber,
Su-7,,second-generation jet fighter,fighter-bomber,
Super Mystère,,second-generation jet fighter,fighter-bomber,
Su-7,,second-generation jet fighter,fighter-bomber,
F-100 Super Sabre,,second-generation jet fighter,fighter-bomber,
Super Mystère,,second-generation jet fighter,fighter-bomber,
F-100 Super Sabre,,single-engine aircraft,fighter-bomber,
F-100 Super Sabre,,single-engine aircraft,fighter-bomber,
F-100 Super Sabre,,single-engine aircraft,fighter-bomber,
Typhoon,,single-engine monoplane fighter,fighter-bomber,
P-63 Kingcobra,,single-engine monoplane fighter,fighter-bomber,
Typhoon,,single-engine monoplane fighter,fighter-bomber,
Typhoon,,single-engine monoplane fighter,fighter-bomber,
P-63 Kingcobra,,single-engine monoplane fighter,fighter-bomber,
P-63 Kingcobra,,single-engine monoplane fighter,fighter-bomber,
cinebulle,,hot air balloon,filmmaking,
cinebulle,,hot air balloon,filmmaking,
coffee filter,,consumables,filtration,
coffee filter,,consumables,filtration,
coffee filter,,kitchenware,filtration,
coffee filter,,kitchenware,filtration,
Hydrant wrench,,wrench,fire hydrant,
Fire hose,,hose,fire safety,
WWO Wilk,,combat vehicle,fire support,
WWO Wilk,,combat vehicle,fire support,
WWO Wilk,,combat vehicle,fire support,
fireboat,,boat,firefighting,
fireboat,,boat,firefighting,
fire engine,,emergency vehicle,firefighting,
fireboat,,emergency vehicle,firefighting,
fire engine,,emergency vehicle,firefighting,
fireboat,,emergency vehicle,firefighting,
Airport crash tender,,fire engine,firefighting,
Airport crash tender,,fire engine,firefighting,
water cannon,,firefighting equipment,firefighting,
water cannon,,firefighting equipment,firefighting,
firefighting aircraft,,general aviation aircraft,firefighting,
firefighting aircraft,,general aviation aircraft,firefighting,
Helitack,,helicopter,firefighting,
Helitack,,helicopter,firefighting,
kaji kabuto,,helmet,firefighting,
kaji kabuto,,helmet,firefighting,
kaji kabuto,,Japanese armour,firefighting,
kaji kabuto,,Japanese armour,firefighting,
water cannon,,non-lethal weapon,firefighting,
water cannon,,non-lethal weapon,firefighting,
fire engine,,road vehicle,firefighting,
fire engine,,road vehicle,firefighting,
fireboat,,working ship,firefighting,
